Unnamed: 0,ID,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Description,Number,Street,City,County,State,Temperature(F),Visibility(mi),Weather_Condition,Traffic_Signal
3667141,A-3673987,,2,2020-03-04 10:26:00,2020-03-04 11:20:07,45.08305,-93.40208,At I-94/I-694 - Accident.,,I-694 W,Minneapolis,Hennepin,MN,33.0,10.0,Fair,False
3667142,A-3673988,,2,2020-03-04 10:59:00,2020-03-04 11:33:08,44.77785,-93.55983,At US-169 - Accident.,,Old Brick Yard Rd,Shakopee,Scott,MN,34.0,10.0,Cloudy,False
3667143,A-3673989,,2,2020-03-04 11:11:00,2020-03-04 13:44:16,43.87593,-95.11322,At MN-60 - Accident.,1942.0, Highway 60 71 N,Windom,Cottonwood,MN,37.0,10.0,Mostly Cloudy,False
3667144,A-3673990,,4,2020-03-04 12:17:14,2020-03-04 17:17:08,44.77785,-93.55983,Closed at US-169 - Road closed due to accident.,,Old Brick Yard Rd,Shakopee,Scott,MN,36.0,10.0,Fair,False
3667145,A-3673991,,2,2020-03-04 11:17:00,2020-03-04 12:11:07,44.9468,-93.07931,At Lafayette Brg - Accident.,,US-52 S,Saint Paul,Ramsey,MN,35.0,10.0,Fair,False
3667148,A-3673994,,2,2020-03-04 11:51:00,2020-03-04 13:44:18,45.33254,-93.74198,At CR-15/CR-14 - Accident.,,Jefferson Blvd,Big Lake,Sherburne,MN,34.0,10.0,Mostly Cloudy,True
3667149,A-3673995,,4,2020-03-04 13:18:43,2020-03-04 18:17:23,44.77785,-93.55983,Closed at US-169 - Road closed due to accident.,,Old Brick Yard Rd,Shakopee,Scott,MN,38.0,10.0,Mostly Cloudy,False
3667150,A-3673996,,2,2020-03-04 13:46:00,2020-03-04 14:59:21,45.02086,-93.05108,At CR-23/County Road C - Accident.,,County Road C E,Saint Paul,Ramsey,MN,39.0,10.0,Cloudy,False
3667151,A-3673997,,2,2020-03-04 13:50:00,2020-03-04 14:43:22,44.1837,-92.57678,At CR-11/County 11 Blvd - Accident.,,Highway 52 N,Pine Island,Olmsted,MN,42.0,10.0,Fair,False
3667152,A-3673998,,2,2020-03-04 13:53:00,2020-03-04 15:06:21,45.04212,-93.15759,At CR-76/Snelling Ave - Accident.,3525.0, Hamline Ave N,Saint Paul,Ramsey,MN,39.0,10.0,Partly Cloudy,False
3667153,A-3673999,,2,2020-03-04 14:05:00,2020-03-04 14:39:23,44.8897,-93.3502,At MN-62 - Accident.,,Beltline Hwy S,Minneapolis,Hennepin,MN,40.0,10.0,Mostly Cloudy,False
3667154,A-3674000,,2,2020-03-04 14:15:00,2020-03-04 15:48:20,44.601000000000006,-92.84372,At Orlando Ave - Accident.,13088.0, 240th St E,Cannon Falls,Dakota,MN,38.0,10.0,Fair,False
3667155,A-3674001,,2,2020-03-04 14:35:00,2020-03-04 15:48:21,45.38282,-92.75395,At CR-9/Andrews Ave - Accident.,17314.0, Lake Blvd,Shafer,Chisago,MN,38.0,10.0,Fair,False
3667156,A-3674002,,2,2020-03-04 14:49:00,2020-03-04 15:42:22,44.96618,-93.25217,At MN-55/5th St/Exit 234 - Accident.,,State Highway 55,Minneapolis,Hennepin,MN,40.0,10.0,Mostly Cloudy,False
3667157,A-3674003,,2,2020-03-04 15:06:00,2020-03-04 16:00:22,45.08227,-93.288,At 66th Ave - Accident.,,70th Ave N,Minneapolis,Hennepin,MN,41.0,10.0,Mostly Cloudy,False
3667158,A-3674004,,2,2020-03-04 15:21:00,2020-03-04 16:34:21,44.86181,-93.30877,At CR-32/Penn Ave/Exit 6 - Accident.,,I-494 E,Minneapolis,Hennepin,MN,40.0,10.0,Mostly Cloudy,True
3667159,A-3674005,,2,2020-03-04 15:32:00,2020-03-04 16:05:23,46.76492,-92.12329,At I-535/US-53/Exit 255 - Accident.,,I-535 S,Duluth,St. Louis,MN,39.0,10.0,Partly Cloudy,True
3667160,A-3674006,,2,2020-03-04 15:46:00,2020-03-04 16:39:22,45.12971,-93.37654,At CR-103 - Accident.,,W Broadway Ave,Minneapolis,Hennepin,MN,41.0,10.0,Fair,False
3667162,A-3674008,,2,2020-03-04 16:06:00,2020-03-04 16:39:23,46.84366,-92.33345,At CR-98/Canosia Rd - Accident.,6186.0, Highway 194,Saginaw,St. Louis,MN,36.0,10.0,Fair,False
3667164,A-3674010,,2,2020-03-04 16:40:00,2020-03-04 17:33:22,44.85881,-93.35027,At I-494/MN-5 - Accident.,,MN-100 S,Minneapolis,Hennepin,MN,39.0,10.0,Cloudy,False
3667165,A-3674011,,2,2020-03-04 16:50:00,2020-03-04 17:43:23,44.97113,-93.46029,At I-394/US-12/Exit 19 - Accident.,,US-12 W,Hopkins,Hennepin,MN,39.0,10.0,Cloudy,False
3667168,A-3674014,,2,2020-03-04 17:40:00,2020-03-04 18:33:22,44.85991,-95.63139,At CR-5/310th Ave - Accident.,5083.0, Highway 212 SW,Granite Falls,Yellow Medicine,MN,40.0,7.0,Cloudy,False
3667169,A-3674015,,2,2020-03-04 17:38:00,2020-03-04 20:52:14,46.76503,-92.12365,At I-535/US-53/Exit 255 - Accident.,,I-535 S,Duluth,St. Louis,MN,34.0,10.0,Mostly Cloudy,True
3667174,A-3674020,,2,2020-03-04 18:15:00,2020-03-04 18:48:23,45.1087,-93.30116,At CR-109/85th Ave - Accident.,1581.0, 85th Ave N,Minneapolis,Hennepin,MN,37.0,10.0,Cloudy,True
3667177,A-3674023,,2,2020-03-04 18:43:00,2020-03-04 20:17:20,45.05953,-93.14716,At Lexington Ave/Exit 43A - Accident.,,Lexington Ave N,Saint Paul,Ramsey,MN,37.0,10.0,Cloudy,False
3667178,A-3674024,,2,2020-03-04 18:52:00,2020-03-04 19:46:22,44.83962,-93.10072,At Argenta Trl - Accident.,1776.0, Courthouse Blvd,Inver Grove Heights,Dakota,MN,37.0,10.0,Cloudy,False
3667179,A-3674025,,2,2020-03-04 18:59:00,2020-03-04 19:52:22,44.97257000000001,-93.29446,At Dunwoody Blvd/Exit 8A - Accident.,,I-394 E,Minneapolis,Hennepin,MN,37.0,10.0,Cloudy,False
3667180,A-3674026,,2,2020-03-04 19:08:00,2020-03-04 20:21:21,46.95833,-92.9747,At MN-73/Elm St (Floodwood) - Accident.,12309.0, Highway 2,Floodwood,St. Louis,MN,36.0,10.0,Cloudy,False
3667181,A-3674027,,2,2020-03-04 19:48:00,2020-03-04 21:22:20,44.03875,-92.06421,At CR-22 - Accident.,,State Highway 74,Saint Charles,Winona,MN,36.0,10.0,Mostly Cloudy,False
3667182,A-3674028,,2,2020-03-04 21:23:00,2020-03-05 00:18:15,44.86229,-93.22309,At 34th Ave/Exit 1 - Accident.,,34th Ave S,Minneapolis,Hennepin,MN,38.0,10.0,Cloudy,False
3667183,A-3674029,,2,2020-03-04 21:51:00,2020-03-05 00:24:16,44.18835,-94.01423,At Belgrade Ave - Accident.,,W Lind St,Mankato,Blue Earth,MN,40.0,10.0,Mostly Cloudy,True
3667184,A-3674030,,2,2020-03-04 22:07:00,2020-03-05 00:20:17,45.05259,-95.04322,At CR-3/120th Ave - Accident.,7501.0, 1st St S,Willmar,Kandiyohi,MN,36.0,10.0,Fair,False
3667185,A-3674031,,2,2020-03-04 22:43:00,2020-03-05 00:16:19,48.79675,-95.0822,At CR-2/Wilderness Ave - Vehicle spun around.,9680.0, State Highway 11 NW,Roosevelt,Lake of the Woods,MN,30.0,4.0,Light Snow,False
3667186,A-3674032,,2,2020-03-04 23:23:00,2020-03-05 00:16:22,46.65881,-93.61377,At MN-210/Dale Wayrynen Memorial Hwy - Accident.,44680.0, US Highway 169,Palisade,Aitkin,MN,32.0,10.0,Fair,False
3668231,A-3675081,,2,2020-03-04 23:59:00,2020-03-05 02:12:17,45.33254,-93.74219,At CR-15/CR-14 - Accident.,,Jefferson Blvd,Big Lake,Sherburne,MN,40.0,10.0,Fair,True
3668233,A-3675083,,2,2020-03-05 00:31:00,2020-03-05 04:04:12,44.31692,-92.41092,At MN-60/CR-68/Main St - Vehicle spun around.,37200.0, 644th St,Zumbro Falls,Wabasha,MN,41.0,10.0,Cloudy,False
3668234,A-3675084,,2,2020-03-05 00:45:00,2020-03-05 03:58:13,44.95162,-93.12629,At Dale St/Exit 240 - Accident.,,Dale St N,Saint Paul,Ramsey,MN,38.0,10.0,Fair,False
3668236,A-3675086,,2,2020-03-05 04:53:00,2020-03-05 07:06:17,45.72811,-92.99211,At MN-361/CR-1/Exit 159 - Accident.,,I-35 S,Rush City,Chisago,MN,38.0,10.0,Partly Cloudy,False
3668237,A-3675087,,2,2020-03-05 05:21:00,2020-03-05 06:14:22,47.56539,-93.64805,At CR-48 - Vehicle spun around.,47400.0, State Highway 38,Marcell,Itasca,MN,30.0,1.0,Cloudy,False
3668239,A-3675089,,2,2020-03-05 05:45:00,2020-03-05 06:18:23,45.94771,-95.60615,At CR-7/Exit 90 - Vehicle spun around.,,I-94 W,Brandon,Douglas,MN,33.0,1.0,Light Snow / Windy,False
3668240,A-3675090,,2,2020-03-05 05:47:00,2020-03-05 07:00:21,44.89122,-93.44251,Ramp to CR-62/W 62nd St Westbound - Accident.,,Highway 62,Eden Prairie,Hennepin,MN,39.0,10.0,Fair,True
3668241,A-3675091,,2,2020-03-05 06:16:00,2020-03-05 06:50:24,44.7422,-92.97944,At MN-55/Hastings Trl/Courthouse Rd - Accident.,6131.0, 142nd St E,Rosemount,Dakota,MN,39.0,10.0,Fair,False
3668242,A-3675092,,2,2020-03-05 06:31:00,2020-03-05 07:05:25,47.40007,-92.94133,At US-169 - Vehicle spun around.,,1st Ave,Hibbing,St. Louis,MN,28.0,1.0,Light Snow,False
3668243,A-3675093,,2,2020-03-05 06:41:00,2020-03-05 07:14:23,44.89006,-93.28835,At I-35w/MN-62 - Accident.,,MN-62 E,Minneapolis,Hennepin,MN,39.0,10.0,Cloudy,False
3668244,A-3675094,,2,2020-03-05 06:51:00,2020-03-05 07:24:23,44.77514,-93.28827,At MN-13/Exit 3 - Accident.,,I-35W N,Burnsville,Dakota,MN,39.0,10.0,Cloudy,False
3668245,A-3675095,,2,2020-03-05 06:53:00,2020-03-05 07:46:22,44.97125,-93.37049,At Louisiana Ave/Exit 4 - Accident.,,Louisiana Ave S,Minneapolis,Hennepin,MN,38.0,10.0,Cloudy,False
3668246,A-3675096,,2,2020-03-05 06:54:00,2020-03-05 07:47:22,47.4671,-92.9048,At US-169-BR/E Howard St - Accident.,,MN-73,Hibbing,St. Louis,MN,28.0,0.75,Light Snow,False
3668248,A-3675098,,2,2020-03-05 07:00:00,2020-03-05 07:33:23,45.9604,-95.9458,At MN-55 - Vehicle spun around.,17972.0, State Highway 55,Elbow Lake,Grant,MN,32.0,10.0,Cloudy / Windy,False
3668250,A-3675100,,2,2020-03-05 07:22:00,2020-03-05 08:35:21,45.05837,-93.28714,At Lyndale Ave N - Accident.,,57th Ave N,Minneapolis,Hennepin,MN,38.0,10.0,Cloudy,False
3668252,A-3675102,,2,2020-03-05 07:35:00,2020-03-05 08:32:22,45.62789,-92.99245,At CR-10/Exit 152 - Accident.,,I-35 S,Rush City,Chisago,MN,37.0,10.0,Cloudy,False
3668253,A-3675103,,2,2020-03-05 07:52:00,2020-03-05 08:25:23,44.2391,-95.01818,At CR-4/N Range Rd - Accident.,39612.0, US Highway 14,Springfield,Brown,MN,35.0,10.0,Cloudy / Windy,False
3668254,A-3675104,,2,2020-03-05 07:54:00,2020-03-05 09:27:20,43.86042,-93.27881,At MN-30/Exit 26 - Accident.,,I-35 N,Ellendale,Steele,MN,37.0,10.0,Partly Cloudy,False
3668255,A-3675105,,2,2020-03-05 08:05:00,2020-03-05 10:38:16,47.62797,-95.8704,At CR-6/Granum Ave S - Accident.,,US Highway 2 SE,McIntosh,Polk,MN,27.0,2.0,N/A Precipitation,False
3668256,A-3675106,,2,2020-03-05 08:04:00,2020-03-05 09:17:21,44.8619,-93.29827,At I-494/MN-5/Exit 9 - Accident.,,I-35W N,Minneapolis,Hennepin,MN,38.0,10.0,Cloudy,False
3668257,A-3675107,,2,2020-03-05 08:04:00,2020-03-05 08:37:23,48.52299,-93.37458,At MN-217 - Vehicle spun around.,3375.0, Highway 53,International Falls,Koochiching,MN,26.0,0.5,Snow,False
3668258,A-3675108,,2,2020-03-05 07:57:00,2020-03-05 08:58:22,43.67392,-94.4277,At MN-262/CR-53/Exit 107 - Accident.,,I-90 E,Fairmont,Martin,MN,37.0,10.0,Fair / Windy,False
3668259,A-3675109,,2,2020-03-05 08:12:00,2020-03-05 09:05:22,47.20003,-93.53094,At CR-17/Wagon Wheel Court Rd - Accident.,4388.0, S Highway 169,Grand Rapids,Itasca,MN,30.0,0.75,Light Snow,False
3668262,A-3675112,,2,2020-03-05 08:32:00,2020-03-05 09:45:21,44.86482,-93.42944,At US-212/MN-5/Exit 11 - Accident.,,I-494 N,Eden Prairie,Hennepin,MN,37.0,9.0,Light Rain,False
3668263,A-3675113,,2,2020-03-05 08:45:00,2020-03-05 09:38:22,44.97055,-93.33591,Ramp to I-394 Reversible Express Ln - Accident.,,I-394 E,Minneapolis,Hennepin,MN,38.0,10.0,Light Rain,False
3668264,A-3675114,,2,2020-03-05 08:48:00,2020-03-05 10:41:18,44.96205,-93.34414,At MN-100/Barry St W - Accident.,,Highway 100 S,Minneapolis,Hennepin,MN,38.0,10.0,Light Rain,False
3668265,A-3675115,,2,2020-03-05 08:59:00,2020-03-05 09:32:23,45.02111,-93.34861,At 36th Ave - Accident.,,Beltline Hwy N,Minneapolis,Hennepin,MN,36.0,7.0,Light Rain,False
3668266,A-3675116,,2,2020-03-05 09:08:00,2020-03-05 10:01:23,44.83453,-93.39814,At Marth Rd/Washington Ave - Accident.,,US-169 N,Minneapolis,Hennepin,MN,37.0,9.0,Light Rain,False
3668267,A-3675117,,2,2020-03-05 09:17:00,2020-03-05 09:51:23,44.97092,-93.25265,Ramp to I-94 WB and I-35W SB and MN-55/Hiawatha Ave EB and S 11th Ave - Accident.,,I-35W S,Minneapolis,Hennepin,MN,36.0,8.0,Light Rain,False
3668269,A-3675119,,2,2020-03-05 09:32:00,2020-03-05 10:25:22,46.8305,-95.79259,At CR-21/Richwood Rd/Roosevelt Ave - Accident.,29189.0, State Highway 34,Detroit Lakes,Becker,MN,30.0,0.75,Light Snow / Windy,False
3668270,A-3675120,,2,2020-03-05 09:44:00,2020-03-05 10:37:23,45.18229,-93.87611,At MN-25/Central Ave - Accident.,99.0, Highway 55 NE,Buffalo,Wright,MN,36.0,10.0,Cloudy,True
3668271,A-3675121,,2,2020-03-05 09:59:00,2020-03-05 10:32:24,44.82628,-93.29145,At CR-1/98th St/Exit 6 - Accident.,,W 98th St,Minneapolis,Hennepin,MN,37.0,10.0,Cloudy,False
3668272,A-3675122,,2,2020-03-05 10:10:00,2020-03-05 11:44:20,48.88395,-95.49187,At CR-9 - Accident.,51417.0, State Highway 11,Salol,Roseau,MN,27.0,10.0,Fair,False
3668274,A-3675124,,2,2020-03-05 10:26:00,2020-03-05 10:59:23,46.42684000000001,-92.75058,At MN-73/Exit 214 - Vehicle spun around.,,I-35 N,Moose Lake,Carlton,MN,32.0,3.0,Light Snow,False
3668275,A-3675125,,2,2020-03-05 10:34:00,2020-03-05 12:27:18,43.51512,-91.82995,At US-52 - Accident.,41349.0, State Highway 44,Mabel,Fillmore,MN,39.0,10.0,Fair,False
3668276,A-3675126,,2,2020-03-05 10:47:00,2020-03-05 11:40:23,46.7645,-92.11893,Ramp to I-535 Southbound/US-53 Southbound - Accident.,,US-53 S,Duluth,St. Louis,MN,32.0,1.0,Wintry Mix,False
3668277,A-3675127,,2,2020-03-05 10:55:00,2020-03-05 11:49:22,44.98329,-93.24284,At 4th St/University Ave/Exit 18 - Accident.,,I-35W S,Minneapolis,Hennepin,MN,38.0,10.0,Cloudy,False
3668278,A-3675128,,2,2020-03-05 11:30:00,2020-03-05 13:03:20,46.67325,-92.99209,At CR-16/S Main St - Accident.,6633.0, Highway 210,Wright,Carlton,MN,32.0,3.0,Cloudy,False
3668282,A-3675132,,2,2020-03-05 12:10:00,2020-03-05 13:23:21,48.34707,-92.96316,At CR-23/Nett Lake Rd - Accident.,8549.0, Highway 53,Orr,St. Louis,MN,27.0,1.0,Light Snow,False
3668283,A-3675133,,2,2020-03-05 12:21:00,2020-03-05 13:35:21,46.92031,-95.16877,At MN-225/CR-47 - Accident.,58523.0, State Highway 34,Park Rapids,Becker,MN,31.0,9.0,Cloudy / Windy,False
3668285,A-3675135,,2,2020-03-05 12:30:00,2020-03-05 13:23:22,47.04445,-95.91246,At CR-14 - Vehicle spun around.,32572.0, US Highway 59,Callaway,Becker,MN,30.0,4.0,Light Snow / Windy,False
3668286,A-3675136,,2,2020-03-05 12:31:00,2020-03-05 14:04:20,44.77833,-93.03497,At US-52/MN-56/Clayton Ave - Accident.,,117th St E,Inver Grove Heights,Dakota,MN,36.0,4.0,Haze,False
3668287,A-3675137,,2,2020-03-05 12:42:00,2020-03-05 14:35:19,44.57836,-94.99451,At CR-2 - Accident.,69203.0, 340th St,Morton,Renville,MN,33.0,10.0,Cloudy / Windy,False
3668288,A-3675138,,2,2020-03-05 12:54:00,2020-03-05 14:08:21,47.1996,-95.93317,At MN-113/Pleasant Ave - Vehicle spun around.,,US Highway 59,Waubun,Mahnomen,MN,30.0,5.0,Mostly Cloudy / Windy,False
3668289,A-3675139,,2,2020-03-05 13:41:00,2020-03-05 16:14:16,44.52437000000001,-94.21125,At CR-8/320th St - Accident.,29324.0, State Highway 22,Gaylord,Sibley,MN,32.0,1.0,Light Snow / Windy,False
3668291,A-3675141,,2,2020-03-05 14:48:00,2020-03-05 16:01:21,44.76825,-94.04096,At MN-261/CR-1/Diamond Ave - Accident.,2524.0, US Highway 212,Plato,McLeod,MN,32.0,1.0,Light Snow / Windy,False
3668292,A-3675142,,2,2020-03-05 14:58:00,2020-03-05 15:51:22,46.44235,-93.739,At CR-28/Ditch Bank Rd - Vehicle spun around.,29841.0, US Highway 169,Aitkin,Aitkin,MN,30.0,10.0,Mostly Cloudy,False
3668293,A-3675143,,2,2020-03-05 15:12:00,2020-03-05 16:05:23,44.97339,-93.4005,At I-394 - Accident.,,US-169 N,Minneapolis,Hennepin,MN,36.0,9.0,Cloudy,False
3668294,A-3675144,,2,2020-03-05 15:09:00,2020-03-05 16:02:22,44.12436,-94.19272,At CR-20/Robinson St/Cemetery Rd - Accident.,50477.0, State Highway 60,Lake Crystal,Blue Earth,MN,32.0,2.0,Light Snow / Windy,False
3668295,A-3675145,,2,2020-03-05 15:22:00,2020-03-05 15:55:24,44.89091,-93.27619,At MN-62/Exit 11B - Accident.,,I-35W N,Minneapolis,Hennepin,MN,35.0,3.0,Light Snow,False
3668296,A-3675146,,2,2020-03-05 15:28:00,2020-03-05 16:22:23,44.9013,-93.13594,At MN-13/Sibley Hwy/Exit 102 - Accident.,,Sibley Memorial Hwy,Saint Paul,Dakota,MN,35.0,7.0,Cloudy / Windy,False
3668297,A-3675147,,2,2020-03-05 15:33:00,2020-03-05 16:27:22,44.86185,-93.0851,At CR-26/70th St - Accident.,6101.0, S Robert Trl,Inver Grove Heights,Dakota,MN,35.0,7.0,Mostly Cloudy,False
3668298,A-3675148,,2,2020-03-05 15:41:00,2020-03-05 16:35:22,44.89889,-93.40139,At Bren Rd/Londonderry Rd - Accident.,,Londonderry Rd,Hopkins,Hennepin,MN,36.0,10.0,Cloudy,False
3668300,A-3675150,,2,2020-03-05 15:49:00,2020-03-05 16:43:23,45.08305,-93.40208,At I-94/I-694 - Accident.,,I-694 W,Minneapolis,Hennepin,MN,36.0,10.0,Cloudy / Windy,False
3668301,A-3675151,,2,2020-03-05 16:08:00,2020-03-05 17:41:20,44.97713,-93.08881,At Maryland Ave/Exit 109 - Accident.,,Maryland Ave E,Saint Paul,Ramsey,MN,36.0,10.0,Cloudy,False
3668302,A-3675152,,2,2020-03-05 16:11:00,2020-03-05 18:24:30,44.15987,-94.02048,At MN-66/S Riverfront Dr/Sibley St - Accident.,,S Riverfront Dr,Mankato,Blue Earth,MN,32.0,2.0,Light Snow / Windy,False
3668303,A-3675153,,2,2020-03-05 16:16:00,2020-03-05 16:49:23,44.9632,-92.9585,At CR-10/10th St/Exit 57 - Accident.,,10th St N,Saint Paul,Washington,MN,34.0,10.0,Cloudy,False
3668304,A-3675154,,2,2020-03-05 16:22:00,2020-03-05 17:15:22,44.95129,-93.09825,At I-35E/Exit 241 - Accident.,,Cedar St N,Saint Paul,Ramsey,MN,36.0,10.0,Cloudy,True
3668305,A-3675155,,2,2020-03-05 16:24:00,2020-03-05 17:18:22,44.86281,-93.12953,At I-35E/Exit 70 - Accident.,,I-494 W,Saint Paul,Dakota,MN,36.0,10.0,Cloudy / Windy,False
3668306,A-3675156,,2,2020-03-05 16:36:00,2020-03-05 19:49:27,43.95983,-94.77452,At MN-4/CR-57 - Accident.,,State Highway 60,Butterfield,Watonwan,MN,34.0,10.0,,False
3668311,A-3675161,,2,2020-03-05 17:11:00,2020-03-05 18:44:32,44.71078,-93.03254,At CR-81/Clayton Ave - Accident.,,County Hwy-46,Rosemount,Dakota,MN,37.0,10.0,Light Snow / Windy,False
3668313,A-3675163,,2,2020-03-05 17:28:00,2020-03-05 18:01:37,44.90359,-93.27507,At Diamond Lake Rd/Exit 12B - Accident.,,E Diamond Lake Rd,Minneapolis,Hennepin,MN,36.0,10.0,Cloudy,False
3668314,A-3675164,,2,2020-03-05 17:38:00,2020-03-05 18:31:35,44.67053,-93.63952,At US-169/Johnson Memorial Dr - Accident.,19199.0, Johnson Memorial Dr,Jordan,Scott,MN,36.0,10.0,Cloudy,True
3668315,A-3675165,,2,2020-03-05 17:56:00,2020-03-05 18:49:35,46.30995,-92.82704,At MN-18/MN-23/Exit 195 - Accident.,,I-35 S,Willow River,Pine,MN,32.0,10.0,Cloudy,False
3668317,A-3675167,,2,2020-03-05 18:18:00,2020-03-05 19:11:35,45.01056,-93.08954,At I-35e/US-10 - Accident.,,MN-36 E,Saint Paul,Ramsey,MN,36.0,10.0,Cloudy,False
3668320,A-3675170,,2,2020-03-05 19:01:00,2020-03-05 20:14:34,44.96612,-93.26988,At I-35W/11th St/Exit 233 - Accident.,,MN-65,Minneapolis,Hennepin,MN,35.0,10.0,Cloudy / Windy,False
3668321,A-3675171,,2,2020-03-05 19:04:00,2020-03-05 19:39:36,47.57637,-92.54486,At MN-135/9th St N - Vehicle spun around.,6539.0, Highway 53,Virginia,St. Louis,MN,26.0,10.0,Partly Cloudy,False
3668324,A-3675174,,2,2020-03-05 20:21:00,2020-03-05 20:54:36,44.96441,-93.24034,Ramp to I-94 Westbound - Accident.,,I-94 W,Minneapolis,Hennepin,MN,35.0,10.0,Cloudy / Windy,False
3668325,A-3675175,,2,2020-03-05 20:19:00,2020-03-05 20:52:37,44.82779,-93.55993,At Audubon Rd - Vehicle spun around.,,US-212 E,Chaska,Carver,MN,35.0,10.0,Cloudy,False
3668326,A-3675176,,2,2020-03-05 20:57:00,2020-03-05 22:30:33,44.86223,-93.44287,At I-494/US-212 - Accident.,,MN-5 E,Eden Prairie,Hennepin,MN,35.0,10.0,Cloudy,False
3669416,A-3676266,,2,2020-01-06 21:52:00,2020-01-07 01:08:55,44.35993,-93.95821,At MN-93/CR-8/336th St - Accident.,,US Highway 169,Saint Peter,Nicollet,MN,31.0,10.0,Fair,False
3669417,A-3676267,,2,2020-01-06 22:10:00,2020-01-07 01:24:54,44.77603,-93.54062,At US-169 - Accident.,,Shakopee Byp N,Shakopee,Scott,MN,31.0,10.0,Fair,False
3669418,A-3676268,,2,2020-01-06 22:18:00,2020-01-07 01:50:53,45.10234000000001,-92.78571,At MN-96/Dellwood Rd N/Alder St - Vehicle spun around.,10726.0, Saint Croix Trl N,Stillwater,Washington,MN,32.0,10.0,Fair,False
3669419,A-3676269,,2,2020-01-06 22:20:00,2020-01-07 03:12:48,44.97454000000001,-93.29217,Ramp to I-394 Reversible Express Ln - Accident.,,I-394 W,Minneapolis,Hennepin,MN,33.0,10.0,Partly Cloudy,False
3669420,A-3676270,,2,2020-01-07 00:42:00,2020-01-07 01:55:01,48.81292,-95.12335,At CR-17/CR-141/Rocky Point Rd W - Accident.,68493.0, State Highway 11,Warroad,Roseau,MN,19.0,10.0,Fair,False
3669422,A-3676272,,2,2020-01-07 05:06:00,2020-01-07 07:00:59,46.66951,-92.4698,At MN-210/Exit 235 - Accident.,,I-35 S,Carlton,Carlton,MN,19.0,10.0,Fair,False
3669423,A-3676273,,2,2020-01-07 05:21:00,2020-01-07 06:54:00,46.07787,-92.9001,At I-35/US-61/CR-28 - Accident.,,I-35 N,Sandstone,Pine,MN,19.0,10.0,Fair,False
3669424,A-3676274,,2,2020-01-07 05:54:00,2020-01-07 06:48:02,46.19834,-92.84568,At CR-43/Exit 205 - Vehicle spun around.,,I-35 N,Finlayson,Pine,MN,19.0,10.0,Partly Cloudy,False
3669425,A-3676275,,2,2020-01-07 06:12:00,2020-01-07 07:46:00,46.19834,-92.84568,At CR-43/Exit 205 - Vehicle spun around.,,I-35 N,Finlayson,Pine,MN,19.0,10.0,Fair,False
3669428,A-3676278,,2,2020-01-07 06:56:00,2020-01-07 07:49:02,44.76985,-93.28868,At Burnsville Pky/Exit 2 - Accident.,,W Burnsville Pkwy,Burnsville,Dakota,MN,22.0,10.0,Fair,False
3669431,A-3676281,,2,2020-01-07 07:25:00,2020-01-07 08:18:02,44.97344,-93.38682,Ramp to I-394 Eastbound - Accident.,8423.0, Wayzata Blvd,Minneapolis,Hennepin,MN,21.0,10.0,Cloudy,False
3669433,A-3676283,,2,2020-01-07 07:40:00,2020-01-07 08:13:04,46.05093,-92.91393,At I-35/US-61/CR-28 - Vehicle spun around.,,I-35 N,Hinckley,Pine,MN,19.0,10.0,Fair,False
3669434,A-3676284,,2,2020-01-07 07:50:00,2020-01-07 09:04:01,45.28279000000001,-95.97494,At MN-119/CR-5/220th Ave SW - Accident.,,Highway 12 SW,Appleton,Swift,MN,27.0,5.0,Light Snow,False
3669436,A-3676286,,2,2020-01-07 08:51:00,2020-01-07 10:43:59,47.19248,-93.4157,At CR-71/Dove Ln - Vehicle spun around.,26468.0, US Highway 2,Grand Rapids,Itasca,MN,11.0,10.0,Fair,False
3669437,A-3676287,,2,2020-01-07 09:00:00,2020-01-07 09:54:02,44.99246,-93.2372,At CR-52/Hennepin Ave - Accident.,,I-35W S,Minneapolis,Hennepin,MN,22.0,10.0,Cloudy,False
3669440,A-3676290,,2,2020-01-07 11:16:00,2020-01-07 13:49:56,44.53878,-93.84879,At CR-28 - Accident.,28306.0, US Highway 169,Henderson,Le Sueur,MN,24.0,10.0,Cloudy,False
3669442,A-3676292,,2,2020-01-07 11:25:00,2020-01-07 14:17:55,44.40073,-93.29239,At CR-1/Exit 66 - Vehicle spun around.,,I-35 N,Dundas,Rice,MN,23.0,0.75,Light Snow,False
3669443,A-3676293,,2,2020-01-07 11:30:00,2020-01-07 12:03:05,44.40488,-93.29275,At MN-21/Exit 59 - Accident.,,I-35 S,Dundas,Rice,MN,25.0,0.5,Snow,False
3669444,A-3676294,,2,2020-01-07 11:44:00,2020-01-07 15:06:54,44.40489,-93.29275,At MN-21/Exit 59 - Accident.,,I-35 S,Dundas,Rice,MN,25.0,0.5,Snow,False
3669445,A-3676295,,2,2020-01-07 12:11:00,2020-01-07 14:43:56,43.63207,-94.09198,At CR-2/40th St - Accident.,732.0, S Grove St,Blue Earth,Faribault,MN,27.0,10.0,Fair,False
3669447,A-3676297,,2,2020-01-07 12:39:00,2020-01-07 14:12:00,43.95547,-92.18327,At CR-7/Exit 224 - Accident.,,I-90 W,Eyota,Olmsted,MN,25.0,1.0,Cloudy,False
