Unnamed: 0,ID,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Description,Number,Street,City,County,State,Temperature(F),Visibility(mi),Weather_Condition,Traffic_Signal,Speed Limit,Nearest Intersection
3299147,A-3304212,,2,2020-10-18 15:05:00,2020-10-18 16:51:00,44.320918,-93.299449,Stationary traffic on I-35 from CR-1/Exit 66 (I-35) to MN-21/Exit 59 (I-35) due to accident.,,I-35 S,Faribault,Rice,MN,34.0,10.0,Cloudy,False,70,
3299167,A-3304233,,2,2020-10-22 21:27:45,2020-10-22 22:42:50,46.775311,-92.111209,Incident on I-35 SB near MN-194 Drive with caution.,,I-35 S,Duluth,St. Louis,MN,36.0,7.0,Light Rain / Windy,False,55,
3299230,A-3304296,,2,2020-12-06 09:12:48,2020-12-06 12:12:53,44.760127000000004,-92.84475,Incident on US-10 near 127TH ST Drive with caution.,12899.0, Point Douglas Dr S,Hastings,Washington,MN,32.0,10.0,Cloudy,False,55,Norell Rd S
3299256,A-3304322,,2,2020-12-30 03:34:37,2020-12-30 04:49:38,44.279419,-92.665976,Incident on US-52 NB near MN-60 Drive with caution.,46728.0, Highway 52 Blvd,Zumbrota,Goodhue,MN,23.0,10.0,Cloudy,False,65,
3299260,A-3304326,,2,2020-11-11 10:49:02,2020-11-11 12:46:21,45.345178000000004,-93.889535,Incident on I-94 EB near ENFIELD RA Drive with caution.,,I-94 E,Monticello,Wright,MN,29.0,10.0,Fair,False,70,US-52 E
3299261,A-3304327,,2,2020-09-25 15:18:52,2020-09-25 17:17:46,45.345172,-93.889547,Incident on I-94 EB near ENFIELD RA Drive with caution.,,I-94 E,Monticello,Wright,MN,79.0,10.0,Fair,False,70,US-52 E
3299297,A-3304363,,2,2020-12-15 22:35:15,2020-12-15 23:50:15,45.035651,-93.343523,Incident on MN-100 NB near CR-81 Drive with caution.,,Beltline Hwy N,Minneapolis,Hennepin,MN,23.0,10.0,Cloudy,False,60,
3299317,A-3304383,,2,2020-10-20 19:22:18,2020-10-20 21:40:30,45.833113,-95.156201,Incident on I-94 WB near MN-4 Drive with caution.,5574.0, State Highway 27 SE,Osakis,Douglas,MN,30.0,4.0,Cloudy,False,60,MN-27
3299362,A-3304428,,2,2020-12-20 18:54:52,2020-12-20 20:10:38,45.224136,-93.605736,Incident on I-94 WB near MN-241 Drive with caution.,,I-94 W,Saint Michael,Wright,MN,34.0,10.0,Cloudy,False,70,
3299372,A-3304438,,2,2020-11-18 00:02:39,2020-11-18 01:17:40,44.960335,-93.269194,Incident on I-35W NB near MN-65 Drive with caution.,,I-35W N,Minneapolis,Hennepin,MN,31.0,10.0,Fair,False,55,MN-65
3299401,A-3304467,,2,2020-11-14 19:06:09,2020-11-14 20:21:13,46.276742,-95.513108,Incident on MN-210 near 220TH ST Drive with caution.,47000.0, State Highway 210,Vining,Otter Tail,MN,30.0,10.0,Fair,False,60,469th Ave
3299402,A-3304468,,2,2020-11-07 13:59:43,2020-11-07 15:14:47,45.586766,-93.404493,Incident on MN-95 near HELIUM ST Drive with caution.,33999.0, Dysprosium St NW,Cambridge,Isanti,MN,61.0,10.0,Fair,False,,
3299463,A-3304531,,2,2020-11-22 14:39:21,2020-11-22 15:54:22,46.274728,-95.714825,Incident on MN-210 near MN-78 Drive with caution.,37280.0, State Highway 210,Battle Lake,Otter Tail,MN,34.0,10.0,Cloudy,False,60,Memory Ln
3299487,A-3304556,,2,2020-12-08 20:54:32,2020-12-08 22:10:55,45.167945,-93.143123,Incident on I-35W NB near CR-23 Drive with caution.,,I-35W N,Circle Pines,Anoka,MN,37.0,10.0,Partly Cloudy,False,70,
3299499,A-3304568,,2,2020-10-20 23:43:21,2020-10-21 00:58:32,46.710852,-93.601294,Incident on US-169 near GROVE ST Drive with caution.,35400.0, Grove St,Palisade,Aitkin,MN,30.0,4.0,Cloudy,False,55,US Highway 169
3299506,A-3304575,,2,2020-11-11 05:01:36,2020-11-11 06:37:45,44.862648,-93.14563000000001,Incident on I-494 EB near MN-55 Drive with caution.,,I-494 E,Saint Paul,Dakota,MN,22.0,10.0,Fair,False,60,
3299586,A-3304656,,2,2020-12-19 03:00:15,2020-12-19 05:03:47,45.029536,-92.96207,Accident at exit [52B].,,I-694 E,Saint Paul,Washington,MN,32.0,3.0,Cloudy,False,60,I-694 S
3299634,A-3304706,,2,2020-12-24 19:29:11,2020-12-24 22:29:13,43.680087,-93.473845,Incident on I-90 WB near MN-13 Drive with caution.,,I-90 W,Alden,Freeborn,MN,1.0,10.0,Fair,False,70,
3299740,A-3304813,,2,2020-12-30 16:59:13,2020-12-30 19:01:57,44.973960999999996,-93.34137700000001,Accident on Glenwood Ave (MN-100) from I-394 (MN-100) to Beltline Hwy S - MN-100 S.,,Beltline Hwy S,Minneapolis,Hennepin,MN,21.0,10.0,Cloudy,False,60,
3299759,A-3304832,,2,2020-10-22 15:20:08,2020-10-22 16:35:17,45.916682,-95.329002,Incident on MN-29 near CR-73 Drive with caution.,2903.0, County Highway 73 NE,Alexandria,Douglas,MN,32.0,2.0,Light Snow,False,,
3299805,A-3304878,,2,2020-09-29 11:41:26,2020-09-29 12:56:35,44.893423999999996,-93.252965,Incident on MN-62 EB near BLOOMINGTON AVENUE Drive with caution.,,Crosstown Hwy E,Minneapolis,Hennepin,MN,54.0,10.0,Mostly Cloudy,False,55,
3299823,A-3304896,,2,2020-11-11 18:28:00,2020-11-11 20:32:00,45.189113,-93.543228,Slow traffic on I-94 W - US-52 W from CR-30/95th Ave/Exit 213 (I-94) to MN-101/Exit 207 (I-94) due to accident.,,I-94 W,Rogers,Hennepin,MN,33.0,10.0,Fair,False,70,
3299827,A-3304900,,2,2020-09-10 23:48:00,2020-09-11 01:29:00,44.853819,-93.395129,Slow traffic on US-169 from Marth Rd (US-169) to CR-1/Pioneer Trl (US-169) due to accident.,,Town Line Ave,Minneapolis,Hennepin,MN,47.0,10.0,Fair,False,55,US-169 S
3299935,A-3305009,,2,2020-09-12 15:02:00,2020-09-12 22:14:00,44.93508,-93.390295,Stationary traffic on MN-7 from Blake Rd/Aquila Ave (MN-7) to US-169 (MN-7) due to accident.,8792.0, Highway 7,Minneapolis,Hennepin,MN,63.0,10.0,Cloudy,False,45,Aquila Ave S
3299950,A-3305024,,2,2020-12-23 17:25:30,2020-12-24 03:57:03,43.637598,-95.357648,Slow traffic on I-90 W from CR-9/Exit 57 (I-90) to MN-264/CR-1/Exit 50 (I-90) due to accident.,,I-90 W,Okabena,Jackson,MN,10.0,0.25,Heavy Snow,False,70,
3299972,A-3305046,,2,2020-11-12 14:50:22,2020-11-12 16:07:46,44.95276,-93.08345600000001,Incident on I-94 WB near 7TH ST Drive with caution.,,I-94 W,Saint Paul,Ramsey,MN,29.0,7.0,Cloudy,False,55,
3300032,A-3305106,,2,2020-12-24 15:33:26,2020-12-24 17:33:39,44.927333000000004,-92.860249,Accident from Majestic Pines Trl to Manning Ave S / Bissels Mound Rd.,12113.0, 15th St S,Afton,Washington,MN,7.0,10.0,Fair,False,,
3300056,A-3305130,,2,2020-12-23 21:39:19,2020-12-24 00:23:09,43.637577,-95.504933,Incident on I-90 EB near CR-13 Drive with caution.,,I-90 E,Worthington,Nobles,MN,3.0,1.0,Light Snow,False,70,
3300057,A-3305131,,2,2020-11-28 05:35:36,2020-11-28 08:35:40,46.482418,-95.293851,Incident on US-10 WB near 590TH AVE Drive with caution.,57499.0, Topelius Dr,New York Mills,Otter Tail,MN,30.0,10.0,Fair,False,,
3300078,A-3305152,,2,2020-10-20 20:22:19,2020-10-20 23:22:32,46.105582,-95.894535,Incident on I-94 EB near CR-35 Drive with caution.,,I-94 E,Ashby,Grant,MN,30.0,3.0,Light Snow,False,70,
3300108,A-3305182,,2,2020-11-09 18:11:02,2020-11-09 20:30:50,44.935551000000004,-95.003124,Incident on MN-7 EB near MN-23 Drive with caution.,2312.0, 195th Ave SE,Blomkest,Kandiyohi,MN,30.0,10.0,Mostly Cloudy,False,60,30th St SE
3300120,A-3305194,,2,2020-12-30 14:25:49,2020-12-30 16:01:51,45.010419,-93.189747,Incident on I-35W NB near MN-36 Drive with caution.,,MN-36 W,Saint Paul,Ramsey,MN,25.0,10.0,Mostly Cloudy,False,55,I-35W S
3300138,A-3305214,,2,2020-12-28 20:45:13,2020-12-28 22:50:20,45.328745,-93.561274,Accident at Highway 169.,19560.0, Highway 169,Elk River,Sherburne,MN,2.0,10.0,Fair,False,55,197th Ave NW
3300147,A-3305223,,2,2020-12-25 20:50:35,2020-12-25 22:05:37,45.128563,-93.48656,Incident on I-94 EB near 95TH AVE Drive with caution.,,I-94 E,Maple Grove,Hennepin,MN,6.0,10.0,Fair,False,70,
3300209,A-3305287,,2,2020-12-25 04:23:18,2020-12-25 06:41:20,43.914982,-93.277262,Incident on I-35 SB near 28TH ST Drive with caution.,,I-35 S,Ellendale,Steele,MN,-6.0,10.0,Fair,False,70,
3300240,A-3305318,,2,2020-12-24 07:52:00,2020-12-24 08:25:00,44.818307,-92.939454,Slow traffic on US-10 W - US-61 N from Jamaica Ave (US-61/US-10) to 80th St/Grange Blvd (US-61/US-10) due to accident.,,US-10 W,Cottage Grove,Washington,MN,-1.0,10.0,Fair,False,65,
3300241,A-3305319,,2,2020-11-13 16:45:00,2020-11-13 17:46:00,44.815651,-92.93490600000001,Stationary traffic on US-10 W - US-61 N from Innovation Rd (US-61/US-10) to 80th St/Grange Blvd (US-61/US-10) due to accident.,,US-10 W,Cottage Grove,Washington,MN,34.0,10.0,Fair,False,65,
3300249,A-3305327,,2,2020-12-26 15:32:59,2020-12-26 18:33:01,44.065195,-93.251442,Incident on I-35 SB near BRIDGE ST Drive with caution.,,I-35 S,Owatonna,Steele,MN,21.0,10.0,Fair,False,70,
3300252,A-3305331,,2,2020-10-31 00:34:46,2020-10-31 02:21:33,44.966201,-93.26963,Incident on I-94 WB near MN-65 Drive with caution.,,MN-65,Minneapolis,Hennepin,MN,38.0,10.0,Fair,False,55,
3300279,A-3305358,,2,2020-10-20 23:31:25,2020-10-21 01:07:34,44.948383,-92.99060899999999,Incident on I-94 EB near MN-120 Drive with caution.,,I-94 E,Saint Paul,Ramsey,MN,33.0,3.0,Cloudy,False,55,
3300294,A-3305373,,2,2020-12-23 23:50:32,2020-12-24 02:21:31,45.130183,-93.401937,Accident from MN-610 E to MN-610 W.,9664.0, Jefferson Hwy,Minneapolis,Hennepin,MN,6.0,6.0,Haze,False,50,Fair Way
3300296,A-3305375,,3,2020-08-03 15:31:43,2020-08-03 16:16:43,45.06062,-93.15119,At I-694 - Accident.,,US-10 W,Saint Paul,Ramsey,MN,72.0,10.0,Mostly Cloudy,False,60,I-694 W
3300329,A-3305408,,2,2020-12-30 16:33:49,2020-12-30 18:40:11,44.876521000000004,-93.030198,Accident on Hardman Ave/Exit 64 (I-494) from MN-156/Concord St/Exit 64 (I-494) to I-494 W.,,I-494 W,South Saint Paul,Dakota,MN,24.0,10.0,Cloudy,False,60,
3300372,A-3305451,,2,2020-12-26 00:29:40,2020-12-26 03:29:42,44.93995,-95.728307,Incident on MN-7 near 30TH AVE Drive with caution.,,State Highway 29,Montevideo,Chippewa,MN,21.0,10.0,Fair,False,45,Arne Anderson Dr
3300383,A-3305462,,2,2020-12-24 00:10:53,2020-12-24 01:26:03,44.543240999999995,-93.818789,Incident on MN-19 near US-169 Drive with caution.,14501.0, W 280th St,Belle Plaine,Le Sueur,MN,5.0,7.0,Cloudy,False,55,Raven Rd
3300413,A-3305492,,2,2020-12-24 19:50:10,2020-12-24 22:50:13,44.521623999999996,-92.924727,Incident on US-52 SB near 280TH ST Drive with caution.,29567.0, US Highway 52,Cannon Falls,Dakota,MN,1.0,10.0,Fair,False,65,
3300455,A-3305534,,2,2020-12-23 14:15:00,2020-12-24 03:53:30,45.116318,-93.193318,Slow traffic on US-10 W - MN-47 N - US-169 N from I-35W (US-10) to Sunfish Lake Blvd (US-169/US-10) due to accident.,,US-10 W,Saint Paul,Ramsey,MN,27.0,0.25,Heavy Snow,False,65,
3300465,A-3305545,,2,2020-12-27 23:24:38,2020-12-28 01:00:39,45.69181500000001,-92.991495,Incident on I-35 SB near MN-70 Drive with caution.,,I-35 S,Rush City,Chisago,MN,11.0,10.0,Fair,False,70,
3300466,A-3305546,,2,2020-12-23 20:42:30,2020-12-24 14:50:30,45.689184999999995,-92.99077199999999,Slow traffic on I-35 S from MN-70/Exit 165 (I-35) to MN-361/CR-1/Exit 159 (I-35) due to accident.,,I-35 S,Rush City,Chisago,MN,10.0,1.0,Light Snow,False,70,
3300521,A-3305602,,2,2020-12-30 13:58:49,2020-12-30 15:13:50,44.888495,-93.325477,Incident on MN-62 WB near XERXES AVE Drive with caution.,,Crosstown Hwy W,Minneapolis,Hennepin,MN,24.0,10.0,Mostly Cloudy,False,55,MN-62 W
3300575,A-3305656,,2,2020-12-30 08:22:42,2020-12-30 12:46:47,46.238624,-94.641035,Incident on US-10 WB near ATLANTIC RD Drive with caution.,,330th St,Cushing,Morrison,MN,19.0,7.0,Light Snow,False,,
3300579,A-3305660,,2,2020-12-25 20:39:13,2020-12-25 22:42:12,45.268536,-93.009763,Accident on I-35 S from 11th Ave SW to County Hwy-83.,,220th St N,Forest Lake,Washington,MN,9.0,10.0,Fair,False,40,Everton Ave N
3300617,A-3305698,,2,2020-10-25 18:37:09,2020-10-25 19:52:18,44.967827,-93.287929,Incident on I-94 WB near CEDAR AVE Drive with caution.,,I 94 Tunnel,Minneapolis,Hennepin,MN,27.0,10.0,Cloudy,False,55,I-94 W
3300618,A-3305699,,2,2020-10-25 01:06:48,2020-10-25 02:21:59,44.965913,-93.288057,Incident on I-94 WB near 3RD AVE Drive with caution.,,Lyndale Ave S,Minneapolis,Hennepin,MN,29.0,10.0,Cloudy,True,30,Hennepin Ave
3300630,A-3305712,,2,2020-12-23 21:48:20,2020-12-23 23:48:47,45.3062,-93.62674200000001,Accident from Highway 10 to Highway 10 / 185th Ave NW.,,Highway 10,Elk River,Sherburne,MN,5.0,1.0,Light Snow,True,65,Waco St NW
3300644,A-3305726,,2,2020-11-26 02:18:31,2020-11-26 05:43:33,45.429314,-93.935133,Incident on US-10 EB near 100TH AVE Drive with caution.,,97th St SE,Clear Lake,Sherburne,MN,33.0,10.0,Cloudy,False,,
3300656,A-3305738,,2,2020-12-30 14:23:53,2020-12-30 15:43:50,45.273494,-93.006408,Incident on I-35 SB near BROADWAY Drive with caution.,,I-35 S,Forest Lake,Washington,MN,25.0,10.0,Cloudy,False,70,
3300657,A-3305739,,2,2020-12-29 17:44:12,2020-12-29 19:25:24,45.269889,-93.008285,Incident on I-35 SB near BROADWAY Drive with caution.,,I-35 S,Forest Lake,Washington,MN,21.0,0.75,Light Snow,False,70,
3300658,A-3305740,,2,2020-11-12 20:47:18,2020-11-12 22:02:22,45.268543,-93.008994,Incident on I-35 SB near BROADWAY Drive with caution.,,220th St N,Forest Lake,Washington,MN,27.0,10.0,Cloudy,False,40,11th Ave SW
3300685,A-3305768,,2,2020-11-02 02:11:51,2020-11-02 05:11:57,45.275613,-94.67130300000001,Incident on MN-4 near 380TH ST Drive with caution.,54527.0, 365th St,Eden Valley,Meeker,MN,30.0,10.0,Fair,False,,
3300720,A-3305805,,2,2020-12-24 01:29:15,2020-12-24 03:30:03,45.011688,-93.05496099999999,Accident on Parkway Dr/Frost Ave (US-61) from MN-36 (US-61) to US-61 N.,,MN-36 E,Saint Paul,Ramsey,MN,8.0,2.0,Light Snow / Windy,False,60,Highway 36 E
3300731,A-3305816,,2,2020-12-15 17:46:36,2020-12-15 19:54:26,44.890276,-93.39927,Accident on Valley View Rd (US-169) from US-212/MN-62 (US-169) to US-169 N.,,US-169 N,Minneapolis,Hennepin,MN,24.0,10.0,Fair,False,60,
3300766,A-3305851,,2,2020-12-27 22:30:37,2020-12-27 23:45:38,44.954112,-93.078714,Incident on I-94 EB near US-52 Drive with caution.,,US-12 E,Saint Paul,Ramsey,MN,16.0,10.0,Fair,False,55,I-94 E
3300787,A-3305872,,2,2020-11-11 06:16:41,2020-11-11 09:16:46,45.129421,-93.486925,Incident on I-94 WB near 95TH AVE Drive with caution.,,US-52 W,Osseo,Hennepin,MN,20.0,8.0,Fair,False,70,I-94 W
3300797,A-3305883,,2,2020-12-24 21:46:47,2020-12-25 00:16:01,44.53850900000001,-92.938594,Incident on US-52 SB near 280TH ST Drive with caution.,28001.0, US Highway 52,Randolph,Dakota,MN,-1.0,10.0,Fair,False,65,Rochester Blvd
3300844,A-3305930,,2,2020-11-05 13:36:30,2020-11-06 01:44:02,45.035458,-92.915142,Slow traffic on MN-36 from MN-36/Hilton Trl (MN-36) to CR-17A/Lake Elmo Ave (MN-36) due to accident.,9449.0, 60th St N,Lake Elmo,Washington,MN,63.0,10.0,Fair,False,65,MN-36
3300900,A-3305987,,2,2020-10-25 18:12:00,2020-10-25 19:26:30,45.054749,-93.316165,Queuing traffic on MN-100 from CR-10/John Martin Dr/57th Ave (MN-100) to MN-152/Brooklyn Blvd/Xerxes Ave (MN-100) due to accident.,,Beltline Hwy S,Minneapolis,Hennepin,MN,28.0,10.0,Mostly Cloudy,False,60,
3300958,A-3306045,,2,2020-09-20 15:16:30,2020-09-20 21:07:30,44.777988,-93.35942299999999,Stationary traffic on MN-13 from CR-101 (MN-13) to Lynn Ave (MN-13) due to accident.,,Dakota Ave,Savage,Scott,MN,72.0,10.0,Fair / Windy,False,,
3301019,A-3306108,,2,2020-12-30 11:07:45,2020-12-30 14:49:49,44.412993,-94.190264,Incident on MN-22 near MN-111 Drive with caution.,46001.0, 370th St,Nicollet,Nicollet,MN,22.0,3.0,Light Snow / Windy,False,,
3301028,A-3306117,,2,2020-12-30 16:37:52,2020-12-30 17:52:53,43.885542,-92.487169,Incident on I-90 WB near US-52 Drive with caution.,,I-90 W,Stewartville,Olmsted,MN,18.0,6.0,Haze,False,70,
3301036,A-3306125,,2,2020-12-30 05:55:41,2020-12-30 07:10:41,44.971107,-93.445705,Incident on I-394 WB near US-12 Drive with caution.,,I-394 W,Hopkins,Hennepin,MN,23.0,9.0,Cloudy,False,55,US-12 W
3301069,A-3306159,,2,2020-11-15 05:48:27,2020-11-15 09:09:32,45.90061,-92.966963,Incident on I-35 SB near MN-23 Drive with caution.,,I-35 S,Pine City,Pine,MN,32.0,10.0,Cloudy,False,70,
3301078,A-3306168,,2,2020-10-05 06:52:19,2020-10-05 09:52:32,46.396583,-95.615912,Incident on MN-78 near HIGHLAND LOOP Drive with caution.,,State Highway 78,Ottertail,Otter Tail,MN,45.0,10.0,Fair,False,50,Highland Loop
3301087,A-3306178,,2,2020-12-09 07:37:54,2020-12-09 09:38:20,43.731411,-94.427715,Accident on CR-38 (MN-15) from I-90 (MN-15) to MN-15.,2200.0, 170th St,Granada,Martin,MN,38.0,10.0,Fair,False,55,State Highway 15
3301110,A-3306201,,2,2020-12-01 00:34:03,2020-12-01 02:10:04,44.668765,-93.63494200000001,Incident on MN-282 near TRIANGLE LN Drive with caution.,456.0, 2nd St W,Jordan,Scott,MN,17.0,10.0,Fair,False,30,Creek Ln S
3301144,A-3306236,,2,2020-11-28 10:27:25,2020-11-28 12:27:49,44.951966999999996,-93.241106,Accident on 26th St (MN-55) from Lake St (MN-55) to MN-55.,,E 28th St,Minneapolis,Hennepin,MN,43.0,10.0,Fair,True,30,Hiawatha Ave
3301147,A-3306239,,2,2020-10-23 03:09:49,2020-10-23 04:25:09,43.978336999999996,-95.72529,Incident on US-59 near 91ST ST Drive with caution.,1664.0, 91st St,Slayton,Murray,MN,31.0,1.0,Light Snow,False,,
3301154,A-3306246,,2,2020-12-30 01:52:36,2020-12-30 03:07:37,46.013199,-95.77557900000001,Incident on I-94 WB near MN-79 Drive with caution.,,I-94 W,Ashby,Grant,MN,,,,False,70,
3301233,A-3306326,,2,2020-12-10 22:11:28,2020-12-11 00:32:51,46.665703,-92.47415600000001,Incident on I-35 NB near MN-210 Drive with caution.,,I-35 N,Carlton,Carlton,MN,32.0,10.0,Fair,False,70,
3301257,A-3306351,,2,2020-10-06 19:10:30,2020-10-07 00:19:00,44.943083,-93.077062,Queuing traffic on US-52 from Eaton St (US-52) to I-94/US-10 (US-52) due to accident.,,US-52 N,Saint Paul,Ramsey,MN,78.0,10.0,Fair,False,55,
3301311,A-3306405,,2,2020-11-24 21:27:44,2020-11-24 22:42:44,43.997122,-91.669439,Incident on MN-43 near COUNTY LANDFILL RD Drive with caution.,23700.0, State Highway 43,Winona,Winona,MN,32.0,4.0,Cloudy,False,60,County Landfill Rd
3301314,A-3306408,,2,2020-09-27 01:40:17,2020-09-27 02:55:26,44.871715,-93.14411700000001,Incident on I-35E NB near I-494 Drive with caution.,,I-35E N,Saint Paul,Dakota,MN,58.0,10.0,Fair,False,55,
3301385,A-3306480,,2,2020-12-16 14:29:37,2020-12-16 16:26:35,45.913145,-95.546293,Incident on I-94 EB near CR-7 Drive with caution.,,I-94 E,Garfield,Douglas,MN,26.0,10.0,Fair,False,70,
3301441,A-3306536,,2,2020-10-17 16:11:44,2020-10-17 19:11:53,46.915968,-95.292673,Incident on MN-34 near 525 AVE Drive with caution.,53225.0, State Highway 34,Osage,Becker,MN,34.0,10.0,Cloudy,False,60,525th Ave
3301469,A-3306564,,2,2020-12-30 21:01:58,2020-12-30 23:00:06,44.269013,-94.26365,Incident on US-14 near 503RD AVE Drive with caution.,49598.0, US Highway 14,Courtland,Nicollet,MN,19.0,10.0,Cloudy,False,55,Township Road 166
3301470,A-3306565,,2,2020-10-19 14:54:42,2020-10-19 16:09:50,44.270464000000004,-94.249149,Incident on US-14 near 491ST AVE Drive with caution.,48981.0, US Highway 14,Nicollet,Nicollet,MN,33.0,4.0,Light Snow,False,55,Township Road 166
3301528,A-3306623,,2,2020-11-11 16:22:47,2020-11-11 18:19:52,43.662639,-94.747198,Incident on I-90 WB near MN-4 Drive with caution.,,I-90 W,Sherburn,Martin,MN,32.0,10.0,Fair,False,70,
3301578,A-3306673,,2,2020-12-24 05:41:21,2020-12-24 07:41:26,45.196438,-93.025642,Accident from 170th St N / 24th Ave to I-35E N.,2292.0, 80th St E,Hugo,Anoka,MN,0.0,10.0,Fair,False,,
3301599,A-3306694,,2,2020-12-24 14:08:04,2020-12-24 21:20:12,44.114001,-93.246234,Incident on I-35 NB near MN-30 Drive with caution.,,I-35 N,Owatonna,Steele,MN,3.0,10.0,Fair,False,70,
3301612,A-3306708,,2,2020-10-10 03:58:30,2020-10-10 04:37:30,45.129142,-93.362663,Slow traffic on MN-610 from CR-103 (MN-610) to CR-14/Zane Ave (MN-610) due to accident.,,MN-610 E,Minneapolis,Hennepin,MN,50.0,10.0,Fair,False,65,
3301632,A-3306728,,2,2020-10-20 22:40:23,2020-10-21 01:19:34,45.700925,-93.813017,Incident on MN-23 near 180TH AVE Drive with caution.,16772.0, Highway 23 NE,Oak Park,Benton,MN,32.0,3.0,Wintry Mix,False,60,170th Ave NE
3301651,A-3306747,,2,2020-12-24 17:02:52,2020-12-24 18:20:54,44.890233,-93.322194,Incident on MN-62 EB near XERXES AVE Drive with caution.,,Crosstown Hwy E,Minneapolis,Hennepin,MN,4.0,10.0,Fair,False,55,MN-62 E
3301669,A-3306765,,2,2020-10-21 00:28:21,2020-10-21 02:04:33,44.187022,-92.58351400000001,Incident on US-52 NB near 16TH ST Drive with caution.,12600.0, Highway 52 Blvd,Pine Island,Olmsted,MN,34.0,10.0,Fair,False,65,Highway 52 N
3301818,A-3306916,,2,2020-12-30 02:20:30,2020-12-30 03:45:00,44.87482,-93.052089,Slow traffic on I-494 W from 5th Ave/7th St/Exit 65 (I-494) to MN-149/Dodd Rd/Exit 69 (I-494) due to accident.,,I-494 W,Inver Grove Heights,Dakota,MN,26.0,7.0,Cloudy,False,60,Highway 110
3301980,A-3307080,,2,2020-11-08 06:15:02,2020-11-08 09:15:08,44.80893,-94.254187,Incident on MN-22 near 140TH ST Drive with caution.,13001.0, Highway 22,Glencoe,McLeod,MN,,,,False,60,Lace Ave
3301992,A-3307093,,2,2020-12-29 01:11:30,2020-12-29 02:41:30,43.529816,-95.174571,Stationary traffic on MN-86 - County Hwy-4 from 780th St (MN-86) to MN--IA State Border (MN-86) due to accident.,43284.0, 720th St,Lakefield,Jackson,MN,10.0,2.0,Light Snow,False,55,State Highway 86
3302047,A-3307150,,2,2020-11-18 02:05:42,2020-11-18 05:26:45,48.602699,-93.40364100000001,Incident on US-53 near VAN LYNN RD Drive with caution.,299.0, 3rd Ave,International Falls,Koochiching,MN,34.0,10.0,Fair,False,30,3rd St
3302058,A-3307161,,2,2020-10-30 21:42:30,2020-10-31 01:26:30,44.966253,-93.288273,Slow traffic on I-94 from I-394/US-12/Exit 231 (I-94) to I-35W/11th St/Exit 233 (I-94) due to accident.,,I-94 E,Minneapolis,Hennepin,MN,36.0,10.0,Fair,False,60,US-12 E
3302071,A-3307174,,2,2020-12-21 19:03:42,2020-12-21 21:36:14,46.611288,-92.553387,Accident on CR-4/Exit 227 (I-35) from MN-210/Exit 235 (I-35) to I-35 N.,,I-35 N,Carlton,Carlton,MN,27.0,10.0,Cloudy,False,70,
3302110,A-3307213,,2,2020-10-28 20:51:30,2020-10-28 21:37:30,44.965656,-93.28811400000001,Slow traffic on I-94 from I-394/US-12/Exit 231 (I-94) to I-35W/11th St/Exit 233 (I-94) due to accident.,,US-12 E,Minneapolis,Hennepin,MN,41.0,10.0,Partly Cloudy,False,60,I-94 E
3302116,A-3307219,,2,2020-12-23 15:43:30,2020-12-24 00:06:45,45.182076,-92.98671999999999,Slow traffic on US-61 S - US-61 - US-61 N from CR-8/145th St (US-61) to Broadway Ave (US-61) due to accident.,15970.0, Forest Blvd N,Hugo,Washington,MN,21.0,0.12,Heavy Snow / Windy,False,55,159th St N
3302148,A-3307253,,2,2020-12-26 21:09:08,2020-12-26 23:27:06,43.638843,-95.188325,Incident on I-90 WB near MN-86 Drive with caution.,,I-90 W,Lakefield,Jackson,MN,21.0,10.0,Fair,False,70,
3302150,A-3307255,,2,2020-11-11 13:46:45,2020-11-11 15:22:49,45.06919,-93.293269,Incident on I-94 EB near MN-100 Drive with caution.,,I-94 E,Minneapolis,Hennepin,MN,35.0,10.0,Fair,False,60,
3302231,A-3307337,,2,2020-12-30 10:25:20,2020-12-30 12:33:44,44.986123,-93.28858100000001,Incident on I-94 EB near MN-55 Drive with caution.,,I-94 E,Minneapolis,Hennepin,MN,24.0,8.0,Cloudy,False,60,
3302288,A-3307396,,2,2020-11-01 13:58:26,2020-11-01 15:13:36,46.332755,-94.474636,Incident on MN-210 near RIVER ST Drive with caution.,302.0, State Highway 210 SW,Pillager,Cass,MN,35.0,10.0,Fair,False,55,37th Ave SW
3302295,A-3307403,,2,2020-11-11 03:49:38,2020-11-11 05:46:46,46.617902,-93.26346,Incident on MN-210 near 200TH AVE Drive with caution.,19316.0, State Highway 210,McGregor,Aitkin,MN,21.0,10.0,Fair,False,60,Old Minn Taunk Highway No 2
3302342,A-3307450,,2,2020-10-20 21:04:22,2020-10-20 23:43:31,46.082132,-94.49645100000001,Incident on US-10 WB near MN-115 Drive with caution.,20792.0, Highway 10,Randall,Morrison,MN,,,,False,65,Willow Ln
3302357,A-3307465,,2,2020-12-30 23:12:07,2020-12-31 00:27:07,46.779326,-95.795136,Incident on US-10 WB near 290 AVE Drive with caution.,29018.0, US Highway 10,Detroit Lakes,Becker,MN,12.0,10.0,Cloudy,False,65,McHugh Rd
3302378,A-3307487,,2,2020-11-13 01:54:30,2020-11-13 03:18:00,44.023214,-92.75936,Slow traffic on County Hwy-24 - US-14 W from MN-57/S Mantorville Ave (US-14) to Airport Dr (US-14) due to accident.,22383.0, US Highway 14,Kasson,Dodge,MN,18.0,10.0,Fair,False,65,County Hwy-24
